Kab/kota,Provinsi,Achievement % Vaksin1,Divaksin 1
Kota Kotamobagu,Sulawesi Utara,1.16%,"24,215"
Kota Kupang,Nusa Tenggara Timur,4.32%,"165,366"
Kota Langsa,Aceh,0.92%,"36,966"
Kota Lhokseumawe,Aceh,0.81%,"32,440"
Kota Lubuk Linggau,Sumatera Selatan,0.56%,"35,022"
Kota Madiun,Jawa Timur,0.25%,"80,073"
Kota Magelang,Jawa Tengah,0.23%,"67,237"
Kota Makassar,Sulawesi Selatan,6.33%,"446,572"
Kota Malang,Jawa Timur,1.02%,"323,746"
Kota Manado,Sulawesi Utara,14.05%,"292,325"
Kota Mataram,Nusa Tenggara Barat,4.55%,"178,097"
Kota Medan,Sumatera Utara,5.79%,"661,677"
Kota Metro,Lampung,0.51%,"33,852"
Kota Mojokerto,Jawa Timur,0.30%,"95,630"
Kota Padang,Sumatera Barat,4.22%,"186,018"
Kota Padang Panjang,Sumatera Barat,0.45%,"19,645"
Kota Padang Sidempuan,Sumatera Utara,0.26%,"29,558"
Kota Pagar Alam,Sumatera Selatan,0.28%,"17,593"
Kota Palangkaraya,Kalimantan Tengah,4.81%,"97,930"
Kota Palembang,Sumatera Selatan,5.50%,"346,901"
Kota Palopo,Sulawesi Selatan,0.54%,"37,901"
Kota Palu,Sulawesi Tengah,4.72%,"100,868"
Kota Pangkal Pinang,Bangka Belitung,5.37%,"61,137"
Kota Pare Pare,Sulawesi Selatan,0.51%,"36,270"
Kota Pariaman,Sumatera Barat,0.27%,"11,754"
Kota Pasuruan,Jawa Timur,0.24%,"77,607"
Kota Payakumbuh,Sumatera Barat,0.58%,"25,716"
Kota Pekalongan,Jawa Tengah,0.22%,"62,439"
Kota Pekanbaru,Riau,6.77%,"327,571"
Kota Pematangsiantar,Sumatera Utara,0.42%,"47,551"
Kota Pontianak,Kalimantan Barat,3.99%,"154,343"
Kota Prabumulih,Sumatera Selatan,0.40%,"24,951"
Kota Probolinggo,Jawa Timur,0.23%,"72,019"
Kota Sabang,Aceh,0.19%,"7,603"
Kota Salatiga,Jawa Tengah,0.42%,"120,955"
Kota Samarinda,Kalimantan Timur,4.38%,"125,863"
Kota Sawahlunto,Sumatera Barat,0.26%,"11,519"
Kota Semarang,Jawa Tengah,2.91%,"836,952"
Kota Serang,Banten,2.39%,"220,892"
Kota Sibolga,Sumatera Utara,0.26%,"29,993"
Kota Singkawang,Kalimantan Barat,0.90%,"34,665"
Kota Solok,Sumatera Barat,0.40%,"17,708"
Kota Sorong,Papua Barat,5.41%,"43,116"
Kota Subulussalam,Aceh,0.24%,"9,708"
Kota Sukabumi,Jawa Barat,0.32%,"121,375"
Kota Sungai Penuh,Jambi,0.74%,"19,987"
Kota Surabaya,Jawa Timur,4.92%,"1,564,367"
Kota Surakarta,Jawa Tengah,1.05%,"300,683"
Kota Tangerang,Banten,7.01%,"647,085"
Kota Tangerang Selatan,Banten,4.00%,"368,768"
Kota Tanjung Balai,Sumatera Utara,0.20%,"23,390"
Kota Tanjung Pinang,Kepulauan Riau,8.00%,"126,418"
Kota Tarakan,Kalimantan Utara,5.78%,"31,516"
Kota Tasikmalaya,Jawa Barat,0.29%,"109,431"
Kota Tebing Tinggi,Sumatera Utara,0.17%,"18,931"
Kota Tegal,Jawa Tengah,0.41%,"117,192"
Kota Ternate,Maluku Utara,3.12%,"29,792"
Kota Tidore Kepulauan,Maluku Utara,1.29%,"12,287"
Kota Tomohon,Sulawesi Utara,2.37%,"49,228"
Kota Tual,Maluku,0.49%,"6,949"
Kota Yogyakarta,Yogyakarta,12.41%,"357,470"
