Kab/kota,Provinsi,Achievement % Vaksin1,Divaksin 1
Kota Kotamobagu,Sulawesi Utara,4.88%,"19,023"
Kota Kupang,Nusa Tenggara Timur,13.09%,"114,937"
Kota Langsa,Aceh,2.82%,"27,367"
Kota Lhokseumawe,Aceh,2.51%,"24,385"
Kota Lubuk Linggau,Sumatera Selatan,2.28%,"27,557"
Kota Madiun,Jawa Timur,1.47%,"70,719"
Kota Magelang,Jawa Tengah,0.94%,"51,637"
Kota Makassar,Sulawesi Selatan,20.20%,"304,353"
Kota Malang,Jawa Timur,5.04%,"242,335"
Kota Manado,Sulawesi Utara,63.60%,"247,706"
Kota Mataram,Nusa Tenggara Barat,16.48%,"125,582"
Kota Medan,Sumatera Utara,23.76%,"529,836"
Kota Metro,Lampung,1.88%,"21,855"
Kota Mojokerto,Jawa Timur,1.50%,"72,040"
Kota Padang,Sumatera Barat,13.31%,"116,412"
Kota Padang Panjang,Sumatera Barat,1.23%,"10,776"
Kota Padang Sidempuan,Sumatera Utara,1.17%,"26,022"
Kota Pagar Alam,Sumatera Selatan,1.14%,"13,743"
Kota Palangkaraya,Kalimantan Tengah,19.13%,"78,557"
Kota Palembang,Sumatera Selatan,21.16%,"255,765"
Kota Palopo,Sulawesi Selatan,1.93%,"29,047"
Kota Palu,Sulawesi Tengah,16.15%,"76,379"
Kota Pangkal Pinang,Bangka Belitung,28.52%,"51,321"
Kota Pare Pare,Sulawesi Selatan,1.86%,"27,972"
Kota Pariaman,Sumatera Barat,0.92%,"8,019"
Kota Pasuruan,Jawa Timur,1.00%,"47,890"
Kota Payakumbuh,Sumatera Barat,1.87%,"16,394"
Kota Pekalongan,Jawa Tengah,0.85%,"46,571"
Kota Pekanbaru,Riau,28.42%,"274,230"
Kota Pematangsiantar,Sumatera Utara,1.89%,"42,250"
Kota Pontianak,Kalimantan Barat,16.51%,"119,637"
Kota Prabumulih,Sumatera Selatan,1.73%,"20,925"
Kota Probolinggo,Jawa Timur,1.05%,"50,442"
Kota Sabang,Aceh,0.41%,"3,976"
Kota Salatiga,Jawa Tengah,1.33%,"73,155"
Kota Samarinda,Kalimantan Timur,16.91%,"100,910"
Kota Sawahlunto,Sumatera Barat,0.74%,"6,446"
Kota Semarang,Jawa Tengah,9.26%,"509,930"
Kota Serang,Banten,6.62%,"108,005"
Kota Sibolga,Sumatera Utara,1.06%,"23,588"
Kota Singkawang,Kalimantan Barat,3.58%,"25,963"
Kota Solok,Sumatera Barat,1.22%,"10,676"
Kota Sorong,Papua Barat,18.08%,"28,139"
Kota Subulussalam,Aceh,0.70%,"6,792"
Kota Sukabumi,Jawa Barat,1.05%,"70,954"
Kota Sungai Penuh,Jambi,2.57%,"13,790"
Kota Surabaya,Jawa Timur,24.08%,"1,158,623"
Kota Surakarta,Jawa Tengah,3.92%,"215,893"
Kota Tangerang,Banten,25.20%,"410,960"
Kota Tangerang Selatan,Banten,13.92%,"227,046"
Kota Tanjung Balai,Sumatera Utara,0.96%,"21,513"
Kota Tanjung Pinang,Kepulauan Riau,36.24%,"103,864"
Kota Tarakan,Kalimantan Utara,29.09%,"22,715"
Kota Tasikmalaya,Jawa Barat,1.14%,"77,020"
Kota Tebing Tinggi,Sumatera Utara,0.68%,"15,233"
Kota Tegal,Jawa Tengah,1.04%,"57,484"
Kota Ternate,Maluku Utara,10.70%,"19,480"
Kota Tidore Kepulauan,Maluku Utara,5.33%,"9,700"
Kota Tomohon,Sulawesi Utara,11.21%,"43,664"
Kota Tual,Maluku,1.50%,"4,459"
Kota Yogyakarta,Yogyakarta,37.73%,"250,483"
