Provinsi,Tanggal,Running Sum of divaksin1 (ribu),divaksin1 (ribu)
Sulawesi Selatan,6/2/2021,502.29,8.263
Sulawesi Selatan,6/3/2021,511.262,8.972
Sulawesi Selatan,6/4/2021,518.874,7.612
Sulawesi Selatan,6/5/2021,526.325,7.451
Sulawesi Selatan,6/6/2021,526.46,0.135
Sulawesi Selatan,6/7/2021,535.093,8.633
Sulawesi Selatan,6/8/2021,543.38,8.287
Sulawesi Selatan,6/9/2021,552.874,9.494
Sulawesi Selatan,6/10/2021,560.633,7.759
Sulawesi Selatan,6/11/2021,565.705,5.072
Sulawesi Selatan,6/12/2021,571.966,6.261
Sulawesi Selatan,6/13/2021,572.207,0.241
Sulawesi Selatan,6/14/2021,581.318,9.111
Sulawesi Selatan,6/15/2021,590.604,9.286
Sulawesi Selatan,6/16/2021,601.232,10.628
Sulawesi Selatan,6/17/2021,610.597,9.365
Sulawesi Selatan,6/18/2021,617.074,6.477
Sulawesi Selatan,6/19/2021,623.205,6.131
Sulawesi Selatan,6/20/2021,623.317,0.112
Sulawesi Selatan,6/21/2021,632.923,9.606
Sulawesi Selatan,6/22/2021,643.438,10.515
Sulawesi Selatan,6/23/2021,654.578,11.14
Sulawesi Selatan,6/24/2021,667.177,12.599
Sulawesi Selatan,6/25/2021,679.362,12.185
Sulawesi Selatan,6/26/2021,734.275,54.913
Sulawesi Selatan,6/27/2021,746.909,12.634
Sulawesi Selatan,6/28/2021,783.785,36.876
Sulawesi Selatan,6/29/2021,822.494,38.709
Sulawesi Selatan,6/30/2021,852.27,29.776
Sulawesi Selatan,7/1/2021,893.347,41.077
Sulawesi Selatan,7/2/2021,923.2,29.853
Sulawesi Selatan,7/3/2021,953.539,30.339
Sulawesi Selatan,7/4/2021,964.265,10.726
Sulawesi Selatan,7/5/2021,992.827,28.562
Sulawesi Selatan,7/6/2021,"1,023.494",30.667
Sulawesi Selatan,7/7/2021,"1,053.418",29.924
Sulawesi Selatan,7/8/2021,"1,089.135",35.717
Sulawesi Selatan,7/9/2021,"1,112.334",23.199
Sulawesi Selatan,7/10/2021,"1,135.211",22.877
Sulawesi Selatan,7/11/2021,"1,140.359",5.148
Sulawesi Selatan,7/12/2021,"1,165.257",24.898
Sulawesi Selatan,7/13/2021,"1,189.476",24.219
Sulawesi Selatan,7/14/2021,"1,208.494",19.018
Sulawesi Tengah,1/14/2021,0.085,0.085
Sulawesi Tengah,1/15/2021,0.253,0.168
Sulawesi Tengah,1/16/2021,0.374,0.121
Sulawesi Tengah,1/18/2021,0.611,0.237
Sulawesi Tengah,1/19/2021,0.845,0.234
Sulawesi Tengah,1/20/2021,1.122,0.277
Sulawesi Tengah,1/21/2021,1.421,0.299
Sulawesi Tengah,1/22/2021,1.713,0.292
Sulawesi Tengah,1/23/2021,1.876,0.163
Sulawesi Tengah,1/24/2021,1.88,0.004
Sulawesi Tengah,1/25/2021,2.062,0.182
Sulawesi Tengah,1/26/2021,2.311,0.249
Sulawesi Tengah,1/27/2021,2.512,0.201
Sulawesi Tengah,1/28/2021,2.743,0.231
Sulawesi Tengah,1/29/2021,2.934,0.191
Sulawesi Tengah,1/30/2021,3.111,0.177
Sulawesi Tengah,1/31/2021,3.134,0.023
Sulawesi Tengah,2/1/2021,3.548,0.414
Sulawesi Tengah,2/2/2021,3.955,0.407
Sulawesi Tengah,2/3/2021,4.708,0.753
Sulawesi Tengah,2/4/2021,5.949,1.241
Sulawesi Tengah,2/5/2021,7.275,1.326
Sulawesi Tengah,2/6/2021,8.426,1.151
Sulawesi Tengah,2/7/2021,8.561,0.135
Sulawesi Tengah,2/8/2021,10.253,1.692
Sulawesi Tengah,2/9/2021,12.369,2.116
Sulawesi Tengah,2/10/2021,14.416,2.047
Sulawesi Tengah,2/11/2021,15.614,1.198
Sulawesi Tengah,2/12/2021,15.722,0.108
Sulawesi Tengah,2/13/2021,16.544,0.822
Sulawesi Tengah,2/14/2021,16.56,0.016
Sulawesi Tengah,2/15/2021,17.127,0.567
Sulawesi Tengah,2/16/2021,17.677,0.55
Sulawesi Tengah,2/17/2021,18.005,0.328
Sulawesi Tengah,2/18/2021,18.429,0.424
Sulawesi Tengah,2/19/2021,18.858,0.429
Sulawesi Tengah,2/20/2021,19.122,0.264
Sulawesi Tengah,2/21/2021,19.163,0.041
Sulawesi Tengah,2/22/2021,19.448,0.285
Sulawesi Tengah,2/23/2021,19.71,0.262
Sulawesi Tengah,2/24/2021,20.113,0.403
Sulawesi Tengah,2/25/2021,20.386,0.273
Sulawesi Tengah,2/26/2021,20.494,0.108
Sulawesi Tengah,2/27/2021,20.865,0.371
Sulawesi Tengah,2/28/2021,20.866,0.001
Sulawesi Tengah,3/1/2021,21.406,0.54
Sulawesi Tengah,3/2/2021,22.086,0.68
Sulawesi Tengah,3/3/2021,23.151,1.065
Sulawesi Tengah,3/4/2021,24.601,1.45
Sulawesi Tengah,3/5/2021,26.478,1.877
Sulawesi Tengah,3/6/2021,27.846,1.368
Sulawesi Tengah,3/7/2021,28.4,0.554
Sulawesi Tengah,3/8/2021,31.257,2.857
Sulawesi Tengah,3/9/2021,34.1,2.843
Sulawesi Tengah,3/10/2021,37.311,3.211
Sulawesi Tengah,3/11/2021,37.464,0.153
Sulawesi Tengah,3/12/2021,39.047,1.583
Sulawesi Tengah,3/13/2021,39.763,0.716
Sulawesi Tengah,3/14/2021,39.773,0.01
Sulawesi Tengah,3/15/2021,41.547,1.774
Sulawesi Tengah,3/16/2021,43.11,1.563
Sulawesi Tengah,3/17/2021,44.468,1.358
Sulawesi Tengah,3/18/2021,46.071,1.603
Sulawesi Tengah,3/19/2021,47.049,0.978
Sulawesi Tengah,3/20/2021,47.926,0.877
Sulawesi Tengah,3/21/2021,48.271,0.345
Sulawesi Tengah,3/22/2021,49.587,1.316
Sulawesi Tengah,3/23/2021,51,1.413
Sulawesi Tengah,3/24/2021,52.606,1.606
Sulawesi Tengah,3/25/2021,54.214,1.608
Sulawesi Tengah,3/26/2021,55.433,1.219
Sulawesi Tengah,3/27/2021,56.421,0.988
Sulawesi Tengah,3/28/2021,56.493,0.072
Sulawesi Tengah,3/29/2021,58.031,1.538
Sulawesi Tengah,3/30/2021,59.37,1.339
Sulawesi Tengah,3/31/2021,60.539,1.169
Sulawesi Tengah,4/1/2021,61.46,0.921
Sulawesi Tengah,4/2/2021,61.485,0.025
Sulawesi Tengah,4/3/2021,61.926,0.441
Sulawesi Tengah,4/4/2021,61.933,0.007
Sulawesi Tengah,4/5/2021,63.159,1.226
Sulawesi Tengah,4/6/2021,63.921,0.762
Sulawesi Tengah,4/7/2021,65.103,1.182
Sulawesi Tengah,4/8/2021,66.033,0.93
Sulawesi Tengah,4/9/2021,67.35,1.317
Sulawesi Tengah,4/10/2021,68.132,0.782
Sulawesi Tengah,4/11/2021,68.133,0.001
Sulawesi Tengah,4/12/2021,69.228,1.095
Sulawesi Tengah,4/13/2021,69.584,0.356
Sulawesi Tengah,4/14/2021,69.886,0.302
Sulawesi Tengah,4/15/2021,70.327,0.441
Sulawesi Tengah,4/16/2021,70.646,0.319
Sulawesi Tengah,4/17/2021,71.017,0.371
Sulawesi Tengah,4/18/2021,71.017,0
Sulawesi Tengah,4/19/2021,71.668,0.651
Sulawesi Tengah,4/20/2021,72.44,0.772
Sulawesi Tengah,4/21/2021,73.423,0.983
Sulawesi Tengah,4/22/2021,74.257,0.834
Sulawesi Tengah,4/23/2021,74.983,0.726
Sulawesi Tengah,4/24/2021,75.578,0.595
Sulawesi Tengah,4/25/2021,75.608,0.03
Sulawesi Tengah,4/26/2021,76.738,1.13
Sulawesi Tengah,4/27/2021,77.892,1.154
Sulawesi Tengah,4/28/2021,78.979,1.087
Sulawesi Tengah,4/29/2021,80.362,1.383
Sulawesi Tengah,4/30/2021,81.347,0.985
Sulawesi Tengah,5/1/2021,81.59,0.243
Sulawesi Tengah,5/2/2021,81.598,0.008
Sulawesi Tengah,5/3/2021,82.283,0.685
Sulawesi Tengah,5/4/2021,82.979,0.696
Sulawesi Tengah,5/5/2021,83.775,0.796
Sulawesi Tengah,5/6/2021,84.381,0.606
Sulawesi Tengah,5/7/2021,85.679,1.298
Sulawesi Tengah,5/8/2021,86.184,0.505
Sulawesi Tengah,5/9/2021,86.228,0.044
Sulawesi Tengah,5/10/2021,86.815,0.587
Sulawesi Tengah,5/11/2021,87.287,0.472
Sulawesi Tengah,5/12/2021,87.353,0.066
Sulawesi Tengah,5/13/2021,87.36,0.007
Sulawesi Tengah,5/14/2021,87.414,0.054
Sulawesi Tengah,5/15/2021,87.61,0.196
Sulawesi Tengah,5/16/2021,87.617,0.007
Sulawesi Tengah,5/17/2021,87.905,0.288
Sulawesi Tengah,5/18/2021,88.698,0.793
Sulawesi Tengah,5/19/2021,89.689,0.991
Sulawesi Tengah,5/20/2021,91.553,1.864
Sulawesi Tengah,5/21/2021,93.128,1.575
Sulawesi Tengah,5/22/2021,94.935,1.807
Sulawesi Tengah,5/23/2021,94.949,0.014
Sulawesi Tengah,5/24/2021,96.668,1.719
Sulawesi Tengah,5/25/2021,98.442,1.774
Sulawesi Tengah,5/26/2021,98.883,0.441
Sulawesi Tengah,5/27/2021,100.608,1.725
Sulawesi Tengah,5/28/2021,102.354,1.746
Sulawesi Tengah,5/29/2021,104.1,1.746
Sulawesi Tengah,5/30/2021,104.642,0.542
Sulawesi Tengah,5/31/2021,106.369,1.727
Sulawesi Tengah,6/1/2021,107.009,0.64
Sulawesi Tengah,6/2/2021,108.605,1.596
Sulawesi Tengah,6/3/2021,109.997,1.392
Sulawesi Tengah,6/4/2021,111.043,1.046
Sulawesi Tengah,6/5/2021,112.046,1.003
Sulawesi Tengah,6/6/2021,112.167,0.121
Sulawesi Tengah,6/7/2021,113.748,1.581
Sulawesi Tengah,6/8/2021,116.002,2.254
Sulawesi Tengah,6/9/2021,119.215,3.213
Sulawesi Tengah,6/10/2021,122.08,2.865
Sulawesi Tengah,6/11/2021,125.03,2.95
Sulawesi Tengah,6/12/2021,127.665,2.635
Sulawesi Tengah,6/13/2021,127.89,0.225
Sulawesi Tengah,6/14/2021,130.832,2.942
Sulawesi Tengah,6/15/2021,133.062,2.23
Sulawesi Tengah,6/16/2021,135.972,2.91
Sulawesi Tengah,6/17/2021,138.988,3.016
Sulawesi Tengah,6/18/2021,141.501,2.513
Sulawesi Tengah,6/19/2021,143.943,2.442
Sulawesi Tengah,6/20/2021,144.385,0.442
Sulawesi Tengah,6/21/2021,147.545,3.16
Sulawesi Tengah,6/22/2021,150.725,3.18
Sulawesi Tengah,6/23/2021,154.346,3.621
Sulawesi Tengah,6/24/2021,158.033,3.687
Sulawesi Tengah,6/25/2021,162.57,4.537
Sulawesi Tengah,6/26/2021,182.93,20.36
Sulawesi Tengah,6/27/2021,184.254,1.324
Sulawesi Tengah,6/28/2021,195.917,11.663
Sulawesi Tengah,6/29/2021,206.591,10.674
Sulawesi Tengah,6/30/2021,216.081,9.49
Sulawesi Tengah,7/1/2021,222.365,6.284
Sulawesi Tengah,7/2/2021,227.5,5.135
Sulawesi Tengah,7/3/2021,233.879,6.379
Sulawesi Tengah,7/4/2021,235.394,1.515
Sulawesi Tengah,7/5/2021,241.504,6.11
Sulawesi Tengah,7/6/2021,247.477,5.973
Sulawesi Tengah,7/7/2021,253.507,6.03
Sulawesi Tengah,7/8/2021,257.951,4.444
Sulawesi Tengah,7/9/2021,261.04,3.089
Sulawesi Tengah,7/10/2021,264.208,3.168
Sulawesi Tengah,7/11/2021,264.382,0.174
Sulawesi Tengah,7/12/2021,267.298,2.916
Sulawesi Tengah,7/13/2021,269.593,2.295
Sulawesi Tengah,7/14/2021,271.14,1.547
Sulawesi Tenggara,1/13/2021,0,0
Sulawesi Tenggara,1/14/2021,0.052,0.052
Sulawesi Tenggara,1/15/2021,0.114,0.062
Sulawesi Tenggara,1/16/2021,0.179,0.065
Sulawesi Tenggara,1/17/2021,0.179,0
Sulawesi Tenggara,1/18/2021,0.444,0.265
Sulawesi Tenggara,1/19/2021,0.604,0.16
Sulawesi Tenggara,1/20/2021,0.863,0.259
Sulawesi Tenggara,1/21/2021,1.274,0.411
Sulawesi Tenggara,1/22/2021,1.58,0.306
Sulawesi Tenggara,1/23/2021,1.682,0.102
Sulawesi Tenggara,1/24/2021,1.684,0.002
Sulawesi Tenggara,1/25/2021,1.844,0.16
Sulawesi Tenggara,1/26/2021,2.043,0.199
Sulawesi Tenggara,1/27/2021,2.21,0.167
Sulawesi Tenggara,1/28/2021,2.393,0.183
Sulawesi Tenggara,1/29/2021,2.492,0.099
Sulawesi Tenggara,1/30/2021,2.572,0.08
Sulawesi Tenggara,1/31/2021,2.634,0.062
Sulawesi Tenggara,2/1/2021,2.892,0.258
Sulawesi Tenggara,2/2/2021,3.232,0.34
Sulawesi Tenggara,2/3/2021,4.259,1.027
Sulawesi Tenggara,2/4/2021,5.72,1.461
Sulawesi Tenggara,2/5/2021,6.733,1.013
Sulawesi Tenggara,2/6/2021,7.051,0.318
Sulawesi Tenggara,2/7/2021,7.093,0.042
Sulawesi Tenggara,2/8/2021,8.276,1.183
Sulawesi Tenggara,2/9/2021,9.235,0.959
Sulawesi Tenggara,2/10/2021,9.998,0.763
Sulawesi Tenggara,2/11/2021,10.987,0.989
Sulawesi Tenggara,2/12/2021,11.216,0.229
Sulawesi Tenggara,2/13/2021,11.696,0.48
Sulawesi Tenggara,2/14/2021,11.711,0.015
Sulawesi Tenggara,2/15/2021,12.918,1.207
Sulawesi Tenggara,2/16/2021,13.803,0.885
Sulawesi Tenggara,2/17/2021,14.663,0.86
Sulawesi Tenggara,2/18/2021,15.485,0.822
Sulawesi Tenggara,2/19/2021,16.181,0.696
Sulawesi Tenggara,2/20/2021,16.518,0.337
Sulawesi Tenggara,2/21/2021,16.523,0.005
Sulawesi Tenggara,2/22/2021,17.224,0.701
Sulawesi Tenggara,2/23/2021,17.738,0.514
Sulawesi Tenggara,2/24/2021,18.125,0.387
Sulawesi Tenggara,2/25/2021,18.539,0.414
Sulawesi Tenggara,2/26/2021,18.781,0.242
Sulawesi Tenggara,2/27/2021,18.894,0.113
Sulawesi Tenggara,2/28/2021,18.91,0.016
Sulawesi Tenggara,3/1/2021,19.18,0.27
Sulawesi Tenggara,3/2/2021,19.43,0.25
Sulawesi Tenggara,3/3/2021,19.918,0.488
Sulawesi Tenggara,3/4/2021,20.547,0.629
Sulawesi Tenggara,3/5/2021,21.287,0.74
Sulawesi Tenggara,3/6/2021,21.548,0.261
Sulawesi Tenggara,3/7/2021,21.555,0.007
Sulawesi Tenggara,3/8/2021,22.873,1.318
Sulawesi Tenggara,3/9/2021,24.993,2.12
Sulawesi Tenggara,3/10/2021,27.413,2.42
Sulawesi Tenggara,3/11/2021,27.615,0.202
Sulawesi Tenggara,3/12/2021,28.623,1.008
Sulawesi Tenggara,3/13/2021,28.955,0.332
Sulawesi Tenggara,3/14/2021,28.956,0.001
Sulawesi Tenggara,3/15/2021,30.373,1.417
Sulawesi Tenggara,3/16/2021,31.555,1.182
Sulawesi Tenggara,3/17/2021,32.526,0.971
Sulawesi Tenggara,3/18/2021,33.477,0.951
Sulawesi Tenggara,3/19/2021,33.859,0.382
Sulawesi Tenggara,3/20/2021,34.134,0.275
Sulawesi Tenggara,3/21/2021,34.174,0.04
Sulawesi Tenggara,3/22/2021,35.05,0.876
Sulawesi Tenggara,3/23/2021,35.786,0.736
Sulawesi Tenggara,3/24/2021,36.943,1.157
Sulawesi Tenggara,3/25/2021,38.82,1.877
Sulawesi Tenggara,3/26/2021,39.517,0.697
Sulawesi Tenggara,3/27/2021,39.948,0.431
Sulawesi Tenggara,3/28/2021,39.991,0.043
Sulawesi Tenggara,3/29/2021,42.735,2.744
Sulawesi Tenggara,3/30/2021,43.835,1.1
Sulawesi Tenggara,3/31/2021,45.223,1.388
Sulawesi Tenggara,4/1/2021,46.079,0.856
Sulawesi Tenggara,4/2/2021,46.156,0.077
Sulawesi Tenggara,4/3/2021,46.336,0.18
Sulawesi Tenggara,4/4/2021,46.338,0.002
Sulawesi Tenggara,4/5/2021,47.813,1.475
Sulawesi Tenggara,4/6/2021,49.152,1.339
Sulawesi Tenggara,4/7/2021,52.605,3.453
Sulawesi Tenggara,4/8/2021,54.773,2.168
Sulawesi Tenggara,4/9/2021,56.338,1.565
Sulawesi Tenggara,4/10/2021,57.224,0.886
Sulawesi Tenggara,4/11/2021,57.231,0.007
Sulawesi Tenggara,4/12/2021,58.514,1.283
Sulawesi Tenggara,4/13/2021,58.668,0.154
Sulawesi Tenggara,4/14/2021,58.832,0.164
Sulawesi Tenggara,4/15/2021,59.042,0.21
Sulawesi Tenggara,4/16/2021,59.147,0.105
Sulawesi Tenggara,4/17/2021,59.25,0.103
Sulawesi Tenggara,4/19/2021,59.743,0.493
Sulawesi Tenggara,4/20/2021,60.039,0.296
Sulawesi Tenggara,4/21/2021,60.613,0.574
Sulawesi Tenggara,4/22/2021,61.055,0.442
Sulawesi Tenggara,4/23/2021,61.276,0.221
Sulawesi Tenggara,4/24/2021,61.515,0.239
Sulawesi Tenggara,4/25/2021,61.516,0.001
Sulawesi Tenggara,4/26/2021,62.287,0.771
Sulawesi Tenggara,4/27/2021,63.222,0.935
Sulawesi Tenggara,4/28/2021,63.997,0.775
Sulawesi Tenggara,4/29/2021,65.43,1.433
Sulawesi Tenggara,4/30/2021,66.427,0.997
Sulawesi Tenggara,5/1/2021,67.135,0.708
Sulawesi Tenggara,5/2/2021,67.187,0.052
Sulawesi Tenggara,5/3/2021,68.672,1.485
Sulawesi Tenggara,5/4/2021,70.924,2.252
Sulawesi Tenggara,5/5/2021,73.241,2.317
Sulawesi Tenggara,5/6/2021,75.1,1.859
Sulawesi Tenggara,5/7/2021,76.384,1.284
Sulawesi Tenggara,5/8/2021,77.043,0.659
Sulawesi Tenggara,5/9/2021,77.048,0.005
Sulawesi Tenggara,5/10/2021,78.123,1.075
Sulawesi Tenggara,5/11/2021,78.188,0.065
Sulawesi Tenggara,5/12/2021,78.191,0.003
Sulawesi Tenggara,5/13/2021,78.191,0
Sulawesi Tenggara,5/15/2021,78.197,0.006
Sulawesi Tenggara,5/17/2021,79.007,0.81
Sulawesi Tenggara,5/18/2021,80.733,1.726
Sulawesi Tenggara,5/19/2021,82.666,1.933
Sulawesi Tenggara,5/20/2021,85.234,2.568
Sulawesi Tenggara,5/21/2021,87.32,2.086
Sulawesi Tenggara,5/22/2021,89.158,1.838
Sulawesi Tenggara,5/23/2021,89.331,0.173
Sulawesi Tenggara,5/24/2021,91.617,2.286
Sulawesi Tenggara,5/25/2021,93.984,2.367
Sulawesi Tenggara,5/26/2021,94.24,0.256
Sulawesi Tenggara,5/27/2021,97.442,3.202
Sulawesi Tenggara,5/28/2021,98.807,1.365
Sulawesi Tenggara,5/29/2021,100.024,1.217
Sulawesi Tenggara,5/30/2021,100.053,0.029
Sulawesi Tenggara,5/31/2021,101.844,1.791
Sulawesi Tenggara,6/1/2021,102.035,0.191
Sulawesi Tenggara,6/2/2021,104.489,2.454
Sulawesi Tenggara,6/3/2021,107.18,2.691
Sulawesi Tenggara,6/4/2021,109.111,1.931
Sulawesi Tenggara,6/5/2021,110.338,1.227
Sulawesi Tenggara,6/6/2021,110.463,0.125
Sulawesi Tenggara,6/7/2021,113.351,2.888
Sulawesi Tenggara,6/8/2021,115.435,2.084
Sulawesi Tenggara,6/9/2021,117.64,2.205
Sulawesi Tenggara,6/10/2021,120.999,3.359
Sulawesi Tenggara,6/11/2021,123.733,2.734
Sulawesi Tenggara,6/12/2021,125.89,2.157
Sulawesi Tenggara,6/13/2021,126.092,0.202
Sulawesi Tenggara,6/14/2021,129.626,3.534
Sulawesi Tenggara,6/15/2021,135.038,5.412
Sulawesi Tenggara,6/16/2021,140.288,5.25
Sulawesi Tenggara,6/17/2021,146.305,6.017
Sulawesi Tenggara,6/18/2021,150.208,3.903
Sulawesi Tenggara,6/19/2021,155.643,5.435
Sulawesi Tenggara,6/20/2021,157.234,1.591
Sulawesi Tenggara,6/21/2021,163.49,6.256
Sulawesi Tenggara,6/22/2021,169.819,6.329
Sulawesi Tenggara,6/23/2021,176.512,6.693
Sulawesi Tenggara,6/24/2021,182.145,5.633
Sulawesi Tenggara,6/25/2021,185.831,3.686
Sulawesi Tenggara,6/26/2021,215.305,29.474
Sulawesi Tenggara,6/27/2021,218.72,3.415
Sulawesi Tenggara,6/28/2021,226.633,7.913
Sulawesi Tenggara,6/29/2021,231.806,5.173
Sulawesi Tenggara,6/30/2021,249.757,17.951
Sulawesi Tenggara,7/1/2021,257.24,7.483
Sulawesi Tenggara,7/2/2021,263.313,6.073
Sulawesi Tenggara,7/3/2021,268.934,5.621
Sulawesi Tenggara,7/4/2021,274.881,5.947
Sulawesi Tenggara,7/5/2021,282.797,7.916
Sulawesi Tenggara,7/6/2021,292.225,9.428
Sulawesi Tenggara,7/7/2021,301.307,9.082
Sulawesi Tenggara,7/8/2021,308.696,7.389
Sulawesi Tenggara,7/9/2021,314.178,5.482
Sulawesi Tenggara,7/10/2021,319.928,5.75
Sulawesi Tenggara,7/11/2021,321.661,1.733
Sulawesi Tenggara,7/12/2021,326.294,4.633
Sulawesi Tenggara,7/13/2021,330.032,3.738
Sulawesi Tenggara,7/14/2021,332.535,2.503
Sulawesi Utara,1/13/2021,0,0
Sulawesi Utara,1/14/2021,0.093,0.093
Sulawesi Utara,1/15/2021,0.241,0.148
Sulawesi Utara,1/16/2021,0.276,0.035
Sulawesi Utara,1/18/2021,0.564,0.288
Sulawesi Utara,1/19/2021,0.906,0.342
Sulawesi Utara,1/20/2021,1.274,0.368
Sulawesi Utara,1/21/2021,1.779,0.505
Sulawesi Utara,1/22/2021,2.294,0.515
Sulawesi Utara,1/23/2021,2.515,0.221
Sulawesi Utara,1/25/2021,2.853,0.338
Sulawesi Utara,1/26/2021,3.126,0.273
Sulawesi Utara,1/27/2021,3.381,0.255
Sulawesi Utara,1/28/2021,3.723,0.342
Sulawesi Utara,1/29/2021,4.246,0.523
Sulawesi Utara,1/30/2021,4.673,0.427
Sulawesi Utara,1/31/2021,4.78,0.107
Sulawesi Utara,2/1/2021,5.506,0.726
Sulawesi Utara,2/2/2021,6.4,0.894
Sulawesi Utara,2/3/2021,7.721,1.321
Sulawesi Utara,2/4/2021,8.732,1.011
Sulawesi Utara,2/5/2021,12.463,3.731
Sulawesi Utara,2/6/2021,13.2,0.737
Sulawesi Utara,2/7/2021,13.238,0.038
Sulawesi Utara,2/8/2021,14.427,1.189
Sulawesi Utara,2/9/2021,15.681,1.254
Sulawesi Utara,2/10/2021,17.125,1.444
Sulawesi Utara,2/11/2021,17.778,0.653
Sulawesi Utara,2/12/2021,17.823,0.045
Sulawesi Utara,2/13/2021,17.988,0.165
Sulawesi Utara,2/14/2021,17.991,0.003
Sulawesi Utara,2/15/2021,18.339,0.348
Sulawesi Utara,2/16/2021,18.924,0.585
Sulawesi Utara,2/17/2021,19.534,0.61
Sulawesi Utara,2/18/2021,20.075,0.541
Sulawesi Utara,2/19/2021,20.57,0.495
Sulawesi Utara,2/20/2021,20.683,0.113
Sulawesi Utara,2/22/2021,20.918,0.235
Sulawesi Utara,2/23/2021,21.203,0.285
Sulawesi Utara,2/24/2021,21.511,0.308
Sulawesi Utara,2/25/2021,21.693,0.182
Sulawesi Utara,2/26/2021,21.775,0.082
Sulawesi Utara,2/27/2021,21.822,0.047
Sulawesi Utara,2/28/2021,21.822,0
Sulawesi Utara,3/1/2021,22.058,0.236
Sulawesi Utara,3/2/2021,22.358,0.3
Sulawesi Utara,3/3/2021,23.529,1.171
Sulawesi Utara,3/4/2021,25.201,1.672
Sulawesi Utara,3/5/2021,28.772,3.571
Sulawesi Utara,3/6/2021,29.576,0.804
Sulawesi Utara,3/7/2021,29.822,0.246
Sulawesi Utara,3/8/2021,33.754,3.932
Sulawesi Utara,3/9/2021,38.396,4.642
Sulawesi Utara,3/10/2021,45.073,6.677
Sulawesi Utara,3/11/2021,45.361,0.288
Sulawesi Utara,3/12/2021,50.661,5.3
Sulawesi Utara,3/13/2021,51.723,1.062
Sulawesi Utara,3/14/2021,51.759,0.036
Sulawesi Utara,3/15/2021,57.782,6.023
Sulawesi Utara,3/16/2021,63.77,5.988
Sulawesi Utara,3/17/2021,69.85,6.08
Sulawesi Utara,3/18/2021,76.883,7.033
Sulawesi Utara,3/19/2021,83.582,6.699
Sulawesi Utara,3/20/2021,85.334,1.752
Sulawesi Utara,3/21/2021,85.34,0.006
Sulawesi Utara,3/22/2021,88.198,2.858
Sulawesi Utara,3/23/2021,91.238,3.04
Sulawesi Utara,3/24/2021,94.079,2.841
Sulawesi Utara,3/25/2021,97.557,3.478
Sulawesi Utara,3/26/2021,100.35,2.793
Sulawesi Utara,3/27/2021,101.403,1.053
Sulawesi Utara,3/28/2021,101.472,0.069
Sulawesi Utara,3/29/2021,102.207,0.735
Sulawesi Utara,3/30/2021,102.95,0.743
Sulawesi Utara,3/31/2021,103.978,1.028
Sulawesi Utara,4/1/2021,105.647,1.669
Sulawesi Utara,4/2/2021,105.655,0.008
Sulawesi Utara,4/3/2021,106.375,0.72
Sulawesi Utara,4/4/2021,106.376,0.001
Sulawesi Utara,4/5/2021,107.762,1.386
Sulawesi Utara,4/6/2021,109.811,2.049
Sulawesi Utara,4/7/2021,111.433,1.622
Sulawesi Utara,4/8/2021,114.286,2.853
Sulawesi Utara,4/9/2021,117.849,3.563
Sulawesi Utara,4/10/2021,119.477,1.628
Sulawesi Utara,4/12/2021,122.646,3.169
Sulawesi Utara,4/13/2021,125.266,2.62
Sulawesi Utara,4/14/2021,127.427,2.161
Sulawesi Utara,4/15/2021,129.457,2.03
Sulawesi Utara,4/16/2021,132.214,2.757
Sulawesi Utara,4/17/2021,132.998,0.784
Sulawesi Utara,4/18/2021,133.059,0.061
Sulawesi Utara,4/19/2021,136.113,3.054
Sulawesi Utara,4/20/2021,138.752,2.639
Sulawesi Utara,4/21/2021,141.199,2.447
Sulawesi Utara,4/22/2021,144.133,2.934
Sulawesi Utara,4/23/2021,146.83,2.697
Sulawesi Utara,4/24/2021,147.167,0.337
Sulawesi Utara,4/25/2021,147.179,0.012
Sulawesi Utara,4/26/2021,149.211,2.032
Sulawesi Utara,4/27/2021,151.773,2.562
Sulawesi Utara,4/28/2021,154.215,2.442
Sulawesi Utara,4/29/2021,157.031,2.816
Sulawesi Utara,4/30/2021,158.587,1.556
Sulawesi Utara,5/1/2021,158.767,0.18
Sulawesi Utara,5/2/2021,158.767,0
Sulawesi Utara,5/3/2021,161.114,2.347
Sulawesi Utara,5/4/2021,162.636,1.522
Sulawesi Utara,5/5/2021,163.989,1.353
Sulawesi Utara,5/6/2021,165.469,1.48
Sulawesi Utara,5/7/2021,167.35,1.881
Sulawesi Utara,5/8/2021,167.617,0.267
Sulawesi Utara,5/10/2021,169.291,1.674
Sulawesi Utara,5/11/2021,170.949,1.658
Sulawesi Utara,5/12/2021,171.472,0.523
Sulawesi Utara,5/13/2021,171.488,0.016
Sulawesi Utara,5/14/2021,171.49,0.002
Sulawesi Utara,5/15/2021,171.853,0.363
Sulawesi Utara,5/16/2021,171.857,0.004
Sulawesi Utara,5/17/2021,172.552,0.695
Sulawesi Utara,5/18/2021,173.766,1.214
Sulawesi Utara,5/19/2021,175.46,1.694
Sulawesi Utara,5/20/2021,177.835,2.375
Sulawesi Utara,5/21/2021,179.354,1.519
Sulawesi Utara,5/22/2021,179.737,0.383
Sulawesi Utara,5/24/2021,182.115,2.378
Sulawesi Utara,5/25/2021,184.418,2.303
Sulawesi Utara,5/26/2021,184.562,0.144
Sulawesi Utara,5/27/2021,186.968,2.406
Sulawesi Utara,5/28/2021,188.97,2.002
